,PetID,pic_no,img_bound_polygon_x,img_bound_polygon_y,img_confidence,img_imp_fract,domcol_r,domcol_g,domcol_b,AdoptionSpeed
89,8df0bb3b3,6,224.0,299.0,0.79999995,1.0,114.0,81.0,57.0,3
89,8df0bb3b3,7,224.0,299.0,0.79999995,1.0,114.0,78.0,55.0,3
89,8df0bb3b3,8,224.0,299.0,0.79999995,1.0,113.0,80.0,54.0,3
89,8df0bb3b3,9,224.0,299.0,0.79999995,1.0,162.0,95.0,44.0,3
90,3d0752cd9,1,399.0,399.0,0.79999995,1.0,127.0,73.0,26.0,3
90,3d0752cd9,2,399.0,399.0,0.79999995,1.0,237.0,53.0,65.0,3
90,3d0752cd9,3,399.0,399.0,0.79999995,1.0,245.0,110.0,126.0,3
90,3d0752cd9,4,399.0,399.0,0.79999995,1.0,248.0,112.0,129.0,3
90,3d0752cd9,5,399.0,299.0,0.79999995,1.0,186.0,153.0,93.0,3
91,22051ab84,1,639.0,639.0,0.79999995,1.0,178.0,159.0,129.0,4
91,22051ab84,2,639.0,639.0,0.79999995,1.0,233.0,195.0,139.0,4
91,22051ab84,3,639.0,349.0,0.79999995,1.0,149.0,103.0,57.0,4
92,573b3ec3d,,,,,,,,,4
93,370fe2afb,1,399.0,306.0,0.79999995,1.0,194.0,192.0,166.0,3
93,370fe2afb,2,399.0,304.0,0.79999995,1.0,138.0,113.0,86.0,3
93,370fe2afb,3,399.0,304.0,0.79999995,1.0,166.0,151.0,145.0,3
93,370fe2afb,4,399.0,305.0,0.79999995,1.0,135.0,112.0,90.0,3
93,370fe2afb,5,304.0,399.0,0.79999995,1.0,110.0,76.0,57.0,3
93,370fe2afb,6,399.0,304.0,0.79999995,1.0,170.0,154.0,147.0,3
93,370fe2afb,7,399.0,305.0,0.79999995,1.0,192.0,199.0,200.0,3
93,370fe2afb,8,399.0,305.0,0.79999995,1.0,194.0,193.0,200.0,3
93,370fe2afb,9,399.0,305.0,0.79999995,1.0,186.0,191.0,224.0,3
94,dd308e46b,1,359.0,479.0,0.79999995,1.0,163.0,156.0,133.0,4
95,6a763a055,1,399.0,298.0,0.79999995,1.0,32.0,29.0,38.0,3
95,6a763a055,2,399.0,298.0,0.79999995,1.0,169.0,158.0,121.0,3
96,5e4154870,1,399.0,335.0,0.79999995,1.0,163.0,153.0,161.0,1
96,5e4154870,2,399.0,279.0,0.79999995,1.0,80.0,113.0,165.0,1
96,5e4154870,3,399.0,287.0,0.79999995,1.0,55.0,17.0,10.0,1
97,a44d42407,1,265.0,399.0,0.79999995,1.0,60.0,45.0,30.0,3
97,a44d42407,2,265.0,399.0,0.79999995,1.0,97.0,77.0,57.0,3
97,a44d42407,3,399.0,265.0,0.79999995,1.0,23.0,19.0,17.0,3
98,cc8401c02,1,639.0,359.0,0.79999995,1.0,156.0,109.0,87.0,3
98,cc8401c02,2,639.0,608.0,0.79999995,1.0,159.0,155.0,156.0,3
98,cc8401c02,3,469.0,479.0,0.79999995,1.0,127.0,72.0,26.0,3
99,0f24b6cd6,1,371.0,299.0,0.79999995,0.96999997,164.0,158.0,155.0,1
100,49bb70e36,1,399.0,299.0,0.79999995,1.0,196.0,197.0,196.0,2
101,43ddb2eb4,1,399.0,384.0,0.79999995,1.0,112.0,80.0,65.0,2
101,43ddb2eb4,2,355.0,306.0,0.79999995,0.93,55.0,50.0,51.0,2
102,dae92dd61,1,359.0,479.0,1.0,1.37,206.0,190.0,160.0,4
102,dae92dd61,2,575.0,639.0,0.79999995,0.95,54.0,48.0,40.0,4
102,dae92dd61,3,359.0,479.0,1.0,1.23,21.0,21.0,18.0,4
103,a6ac8884b,1,399.0,224.0,0.79999995,1.0,77.0,41.0,28.0,3
104,60ce9e319,1,639.0,639.0,0.79999995,1.0,149.0,110.0,88.0,1
104,60ce9e319,2,639.0,639.0,0.79999995,0.97999996,111.0,79.0,59.0,1
104,60ce9e319,3,639.0,479.0,0.79999995,1.0,188.0,144.0,133.0,1
104,60ce9e319,4,639.0,639.0,0.79999995,1.0,236.0,225.0,207.0,1
104,60ce9e319,5,639.0,639.0,0.79999995,1.0,211.0,191.0,169.0,1
104,60ce9e319,6,639.0,479.0,0.79999995,1.0,168.0,102.0,34.0,1
104,60ce9e319,7,639.0,639.0,0.79999995,1.0,179.0,110.0,45.0,1
105,5247209aa,1,399.0,267.0,0.79999995,0.98999995,103.0,27.0,10.0,2
105,5247209aa,2,399.0,267.0,0.79999995,1.0,28.0,19.0,16.0,2
106,19b1f4263,1,399.0,299.0,0.79999995,1.0,160.0,147.0,117.0,0
106,19b1f4263,2,399.0,299.0,0.79999995,1.0,13.0,13.0,12.0,0
106,19b1f4263,3,399.0,299.0,0.79999995,1.0,211.0,193.0,158.0,0
107,d50e11ec5,1,355.0,479.0,0.79999995,1.0,114.0,75.0,60.0,3
107,d50e11ec5,2,359.0,479.0,0.79999995,1.0,218.0,194.0,174.0,3
108,4407e70f3,1,353.0,244.0,0.79999995,1.0,171.0,155.0,158.0,1
108,4407e70f3,2,399.0,196.0,0.79999995,1.0,110.0,81.0,82.0,1
109,27b6e5aca,1,256.0,479.0,0.79999995,1.0,130.0,120.0,96.0,4
109,27b6e5aca,2,269.0,479.0,0.79999995,1.0,154.0,6.0,23.0,4
109,27b6e5aca,3,403.0,479.0,0.79999995,1.0,109.0,73.0,46.0,4
109,27b6e5aca,4,359.0,479.0,0.79999995,1.0,50.0,53.0,52.0,4
110,80ebea85c,1,298.0,399.0,0.79999995,1.0,28.0,25.0,23.0,3
110,80ebea85c,2,298.0,399.0,0.79999995,1.0,215.0,187.0,162.0,3
110,80ebea85c,3,399.0,238.0,0.79999995,1.0,56.0,53.0,72.0,3
110,80ebea85c,4,298.0,399.0,0.79999995,1.0,81.0,83.0,101.0,3
110,80ebea85c,5,238.0,399.0,0.79999995,1.0,192.0,190.0,215.0,3
111,1bf1f95ef,1,359.0,479.0,0.79999995,1.0,194.0,200.0,205.0,4
112,cdab8ba8e,1,399.0,299.0,0.79999995,1.0,20.0,24.0,25.0,2
112,cdab8ba8e,2,399.0,299.0,0.79999995,1.0,207.0,199.0,172.0,2
112,cdab8ba8e,3,399.0,299.0,0.79999995,1.0,158.0,157.0,151.0,2
112,cdab8ba8e,4,399.0,299.0,0.79999995,1.0,207.0,144.0,124.0,2
112,cdab8ba8e,5,399.0,299.0,0.79999995,1.0,14.0,18.0,22.0,2
113,b84dad49f,1,269.0,479.0,0.79999995,1.0,60.0,49.0,27.0,4
113,b84dad49f,2,269.0,479.0,0.79999995,1.0,25.0,16.0,8.0,4
113,b84dad49f,3,269.0,479.0,0.79999995,1.0,80.0,87.0,106.0,4
114,f0a2122d4,1,224.0,299.0,0.79999995,1.0,167.0,107.0,64.0,4
114,f0a2122d4,2,224.0,299.0,0.79999995,1.0,204.0,146.0,94.0,4
114,f0a2122d4,3,224.0,299.0,0.79999995,1.0,109.0,72.0,49.0,4
114,f0a2122d4,4,224.0,299.0,0.79999995,1.0,198.0,148.0,100.0,4
115,1104fe6bb,1,639.0,359.0,0.79999995,1.0,153.0,155.0,152.0,4
115,1104fe6bb,2,639.0,359.0,0.79999995,1.0,145.0,157.0,164.0,4
116,46d88ca3e,1,639.0,479.0,0.79999995,1.0,105.0,33.0,35.0,1
116,46d88ca3e,2,639.0,479.0,0.79999995,1.0,134.0,118.0,101.0,1
116,46d88ca3e,3,639.0,479.0,0.79999995,1.0,173.0,149.0,118.0,1
116,46d88ca3e,4,639.0,475.0,0.79999995,1.0,236.0,226.0,201.0,1
117,b99d5d532,1,266.0,479.0,0.79999995,1.0,224.0,225.0,227.0,4
117,b99d5d532,2,639.0,478.0,0.79999995,1.0,127.0,116.0,124.0,4
117,b99d5d532,3,358.0,479.0,0.79999995,1.0,81.0,43.0,37.0,4
118,2b6d08cba,,,,,,,,,4
119,b9429dc85,1,639.0,479.0,0.79999995,1.0,110.0,119.0,126.0,1
119,b9429dc85,2,359.0,479.0,0.79999995,1.0,92.0,91.0,81.0,1
119,b9429dc85,3,639.0,479.0,0.79999995,1.0,84.0,85.0,80.0,1
119,b9429dc85,4,639.0,479.0,0.79999995,1.0,153.0,150.0,153.0,1
120,c61f6507e,1,399.0,224.0,0.79999995,1.0,48.0,52.0,53.0,1
120,c61f6507e,2,399.0,224.0,0.79999995,1.0,206.0,197.0,206.0,1
120,c61f6507e,3,224.0,399.0,0.79999995,1.0,188.0,196.0,217.0,1
121,e464fcd4b,1,399.0,299.0,0.79999995,1.0,206.0,188.0,137.0,2
121,e464fcd4b,2,399.0,299.0,0.79999995,1.0,80.0,46.0,23.0,2
121,e464fcd4b,3,399.0,299.0,0.79999995,1.0,28.0,27.0,31.0,2
121,e464fcd4b,4,299.0,399.0,0.79999995,1.0,22.0,19.0,24.0,2
122,86379f12f,1,270.0,478.0,0.79999995,1.0,159.0,156.0,154.0,2
123,55fcdea2f,1,399.0,299.0,0.79999995,1.0,213.0,188.0,159.0,3
123,55fcdea2f,2,399.0,299.0,0.79999995,1.0,28.0,25.0,22.0,3
123,55fcdea2f,3,399.0,299.0,0.79999995,1.0,27.0,26.0,23.0,3
124,392d3346e,1,639.0,479.0,0.79999995,0.98999995,194.0,188.0,165.0,1
124,392d3346e,2,639.0,479.0,0.79999995,1.0,191.0,150.0,123.0,1
124,392d3346e,3,639.0,479.0,0.79999995,1.0,194.0,190.0,184.0,1
124,392d3346e,4,639.0,479.0,0.79999995,1.0,155.0,47.0,79.0,1
125,33db028cb,1,299.0,399.0,0.79999995,1.0,201.0,191.0,198.0,2
126,35c0c3aca,1,299.0,399.0,0.79999995,1.0,202.0,195.0,191.0,3
126,35c0c3aca,2,299.0,399.0,0.79999995,1.0,237.0,231.0,226.0,3
126,35c0c3aca,3,299.0,399.0,0.79999995,1.0,199.0,193.0,186.0,3
126,35c0c3aca,4,299.0,399.0,0.79999995,1.0,154.0,156.0,156.0,3
126,35c0c3aca,5,399.0,299.0,0.79999995,1.0,157.0,159.0,156.0,3
126,35c0c3aca,6,399.0,299.0,0.79999995,1.0,196.0,195.0,193.0,3
127,d080818c3,1,202.0,359.0,0.79999995,1.0,75.0,33.0,21.0,3
127,d080818c3,2,202.0,359.0,0.79999995,1.0,87.0,40.0,26.0,3
127,d080818c3,3,269.0,479.0,0.79999995,1.0,118.0,71.0,20.0,3
128,6f0cb510a,1,639.0,359.0,0.79999995,1.0,194.0,144.0,98.0,1
128,6f0cb510a,2,202.0,359.0,0.29999998,1.0,196.0,145.0,90.0,1
128,6f0cb510a,3,269.0,479.0,0.79999995,1.0,237.0,237.0,237.0,1
129,61ac3c78c,1,298.0,399.0,0.79999995,1.0,32.0,26.0,28.0,4
130,368b2adc1,1,639.0,633.0,0.79999995,0.98999995,24.0,25.0,28.0,4
130,368b2adc1,2,639.0,554.0,0.79999995,1.0,53.0,54.0,56.0,4
130,368b2adc1,3,639.0,639.0,0.79999995,1.0,85.0,85.0,84.0,4
130,368b2adc1,4,450.0,479.0,0.79999995,1.0,24.0,25.0,25.0,4
130,368b2adc1,5,639.0,624.0,0.79999995,1.0,46.0,48.0,51.0,4
131,2e4c1faf7,1,399.0,399.0,0.79999995,1.0,218.0,230.0,232.0,1
131,2e4c1faf7,2,399.0,399.0,0.79999995,1.0,168.0,156.0,153.0,1
131,2e4c1faf7,3,299.0,355.0,0.79999995,0.98999995,185.0,195.0,215.0,1
132,a85a1c8c3,1,639.0,479.0,0.79999995,1.0,133.0,109.0,81.0,2
132,a85a1c8c3,2,639.0,479.0,0.79999995,1.0,117.0,29.0,20.0,2
132,a85a1c8c3,3,639.0,479.0,0.79999995,1.0,91.0,19.0,12.0,2
133,25c7d6c3b,1,399.0,299.0,0.79999995,1.0,120.0,119.0,121.0,2
133,25c7d6c3b,2,399.0,299.0,0.79999995,1.0,153.0,156.0,154.0,2
133,25c7d6c3b,3,399.0,299.0,0.79999995,1.0,158.0,152.0,132.0,2
133,25c7d6c3b,4,399.0,299.0,0.79999995,1.0,150.0,158.0,150.0,2
133,25c7d6c3b,5,399.0,299.0,0.79999995,1.0,158.0,155.0,121.0,2
133,25c7d6c3b,6,399.0,299.0,0.79999995,1.0,167.0,160.0,129.0,2
133,25c7d6c3b,7,399.0,299.0,0.79999995,1.0,164.0,156.0,133.0,2
133,25c7d6c3b,8,389.0,399.0,0.79999995,1.0,163.0,157.0,131.0,2
134,0b819602d,1,269.0,479.0,0.79999995,1.0,133.0,117.0,90.0,4
134,0b819602d,2,269.0,479.0,0.79999995,1.0,175.0,155.0,123.0,4
135,4c594983d,1,359.0,479.0,0.79999995,1.0,222.0,199.0,169.0,4
135,4c594983d,2,359.0,479.0,0.79999995,1.0,54.0,49.0,51.0,4
135,4c594983d,3,639.0,639.0,0.79999995,1.0,203.0,205.0,180.0,4
135,4c594983d,4,639.0,639.0,0.79999995,1.0,167.0,153.0,139.0,4
135,4c594983d,5,359.0,479.0,0.79999995,1.0,29.0,25.0,25.0,4
136,05f99fc56,1,639.0,448.0,0.79999995,1.0,26.0,25.0,20.0,2
136,05f99fc56,2,639.0,358.0,0.79999995,1.0,25.0,24.0,19.0,2
136,05f99fc56,3,639.0,472.0,0.79999995,1.0,22.0,22.0,14.0,2
136,05f99fc56,4,529.0,412.0,0.79999995,0.98999995,27.0,23.0,16.0,2
137,1dfadc371,1,202.0,359.0,0.79999995,1.0,27.0,24.0,24.0,3
138,6d9b202c9,1,399.0,299.0,0.79999995,1.0,120.0,121.0,119.0,3
138,6d9b202c9,2,399.0,299.0,0.79999995,1.0,122.0,119.0,119.0,3
138,6d9b202c9,3,399.0,299.0,0.79999995,1.0,198.0,199.0,200.0,3
138,6d9b202c9,4,399.0,299.0,0.79999995,1.0,90.0,82.0,82.0,3
138,6d9b202c9,5,399.0,299.0,0.79999995,1.0,75.0,172.0,153.0,3
138,6d9b202c9,6,299.0,399.0,0.79999995,1.0,91.0,120.0,142.0,3
138,6d9b202c9,7,299.0,399.0,0.79999995,1.0,196.0,197.0,197.0,3
138,6d9b202c9,8,399.0,299.0,0.79999995,1.0,122.0,121.0,121.0,3
138,6d9b202c9,9,399.0,299.0,0.79999995,1.0,121.0,116.0,114.0,3
139,54791dc58,1,266.0,399.0,0.79999995,1.0,60.0,120.0,165.0,2
139,54791dc58,2,399.0,298.0,0.79999995,1.0,206.0,198.0,141.0,2
139,54791dc58,3,399.0,298.0,0.79999995,1.0,32.0,23.0,29.0,2
140,b36616178,1,399.0,299.0,0.79999995,1.0,155.0,159.0,150.0,2
140,b36616178,2,399.0,299.0,0.79999995,1.0,229.0,221.0,186.0,2
140,b36616178,3,399.0,299.0,0.79999995,1.0,226.0,237.0,243.0,2
140,b36616178,4,299.0,399.0,0.79999995,1.0,93.0,88.0,83.0,2
140,b36616178,5,399.0,299.0,0.79999995,1.0,153.0,20.0,28.0,2
140,b36616178,6,399.0,299.0,0.79999995,1.0,51.0,53.0,61.0,2
140,b36616178,7,399.0,299.0,0.79999995,1.0,191.0,62.0,80.0,2
141,2ac4dd8c2,1,359.0,479.0,0.79999995,1.0,112.0,73.0,50.0,3
141,2ac4dd8c2,2,359.0,479.0,0.79999995,1.0,115.0,77.0,54.0,3
141,2ac4dd8c2,3,359.0,479.0,0.79999995,1.0,111.0,76.0,52.0,3
141,2ac4dd8c2,4,359.0,479.0,0.79999995,1.0,76.0,45.0,32.0,3
141,2ac4dd8c2,5,359.0,479.0,0.79999995,1.0,169.0,154.0,130.0,3
142,29f54c6ff,1,399.0,297.0,0.79999995,1.0,154.0,161.0,161.0,2
142,29f54c6ff,2,399.0,299.0,0.79999995,1.0,156.0,161.0,155.0,2
142,29f54c6ff,3,399.0,299.0,0.79999995,1.0,155.0,160.0,155.0,2
142,29f54c6ff,4,399.0,299.0,0.79999995,1.0,84.0,86.0,65.0,2
143,48b418070,1,299.0,399.0,0.79999995,1.0,193.0,200.0,125.0,3
143,48b418070,2,299.0,399.0,0.79999995,1.0,160.0,156.0,152.0,3
144,c7eac7b01,1,399.0,299.0,0.79999995,1.0,165.0,154.0,120.0,2
144,c7eac7b01,2,399.0,299.0,0.79999995,1.0,65.0,50.0,22.0,2
144,c7eac7b01,3,399.0,299.0,0.79999995,1.0,58.0,53.0,32.0,2
144,c7eac7b01,4,299.0,399.0,0.79999995,1.0,96.0,82.0,56.0,2
144,c7eac7b01,5,399.0,299.0,0.79999995,1.0,94.0,80.0,49.0,2
145,8e0d65b3e,1,399.0,299.0,0.79999995,1.0,87.0,40.0,4.0,1
146,9a34ddc8b,1,299.0,399.0,0.79999995,1.0,153.0,113.0,90.0,2
146,9a34ddc8b,2,299.0,399.0,0.79999995,1.0,18.0,19.0,17.0,2
147,ff9f62e79,1,399.0,299.0,0.79999995,1.0,198.0,195.0,187.0,3
147,ff9f62e79,2,399.0,299.0,0.79999995,1.0,207.0,150.0,105.0,3
147,ff9f62e79,3,399.0,299.0,0.79999995,1.0,162.0,151.0,134.0,3
148,4a6ee5d02,1,466.0,479.0,0.79999995,0.97999996,247.0,243.0,232.0,2
148,4a6ee5d02,2,639.0,479.0,0.79999995,1.0,212.0,186.0,160.0,2
149,474bccd75,1,526.0,479.0,0.79999995,1.0,217.0,185.0,96.0,2
149,474bccd75,2,440.0,479.0,0.79999995,1.0,46.0,52.0,50.0,2
150,e4abb93bf,1,399.0,299.0,0.79999995,1.0,194.0,193.0,189.0,3
150,e4abb93bf,2,399.0,299.0,0.79999995,1.0,202.0,199.0,196.0,3
151,120805f93,1,359.0,479.0,0.79999995,1.0,154.0,108.0,89.0,3
151,120805f93,2,639.0,479.0,0.79999995,1.0,106.0,88.0,70.0,3
152,2acf3fdce,1,399.0,277.0,0.79999995,1.0,20.0,19.0,19.0,1
152,2acf3fdce,2,399.0,271.0,0.79999995,1.0,10.0,9.0,9.0,1
153,e1ecc1b26,1,299.0,399.0,0.79999995,1.0,19.0,21.0,16.0,2
153,e1ecc1b26,2,298.0,399.0,0.79999995,1.0,125.0,118.0,87.0,2
153,e1ecc1b26,3,399.0,298.0,0.79999995,1.0,187.0,197.0,186.0,2
154,a8cdba660,1,224.0,399.0,0.79999995,1.0,121.0,122.0,120.0,4
154,a8cdba660,2,335.0,299.0,0.79999995,0.91999996,132.0,121.0,120.0,4
154,a8cdba660,3,399.0,299.0,0.79999995,1.0,86.0,84.0,89.0,4
154,a8cdba660,4,399.0,299.0,0.79999995,1.0,124.0,118.0,88.0,4
154,a8cdba660,5,399.0,299.0,0.79999995,1.0,56.0,52.0,49.0,4
154,a8cdba660,6,224.0,399.0,0.79999995,1.0,208.0,194.0,201.0,4
154,a8cdba660,7,299.0,399.0,0.79999995,1.0,79.0,85.0,79.0,4
154,a8cdba660,8,299.0,399.0,0.79999995,1.0,80.0,86.0,81.0,4
154,a8cdba660,9,299.0,399.0,0.79999995,1.0,163.0,163.0,163.0,4
155,9bcd62ef1,1,299.0,399.0,0.79999995,1.0,218.0,184.0,179.0,3
155,9bcd62ef1,2,205.0,273.0,0.79999995,1.0,178.0,157.0,137.0,3
155,9bcd62ef1,3,195.0,261.0,0.79999995,1.0,143.0,120.0,99.0,3
155,9bcd62ef1,4,299.0,399.0,0.79999995,1.0,175.0,147.0,116.0,3
156,c3f2f166d,1,399.0,224.0,0.79999995,1.0,199.0,198.0,186.0,4
157,687e9c33c,1,639.0,639.0,0.79999995,1.0,177.0,153.0,123.0,4
158,bb5f471dd,1,359.0,479.0,0.79999995,1.0,24.0,20.0,20.0,2
159,0aaf6976a,1,399.0,299.0,0.79999995,1.0,85.0,81.0,63.0,2
159,0aaf6976a,2,399.0,299.0,0.79999995,1.0,120.0,116.0,91.0,2
159,0aaf6976a,3,399.0,299.0,0.79999995,1.0,196.0,191.0,162.0,2
159,0aaf6976a,4,399.0,299.0,0.79999995,1.0,171.0,165.0,137.0,2
159,0aaf6976a,5,399.0,299.0,0.79999995,1.0,92.0,86.0,64.0,2
159,0aaf6976a,6,399.0,299.0,0.79999995,1.0,93.0,86.0,63.0,2
159,0aaf6976a,7,399.0,299.0,0.79999995,1.0,166.0,160.0,129.0,2
159,0aaf6976a,8,399.0,299.0,0.79999995,1.0,29.0,26.0,20.0,2
159,0aaf6976a,9,399.0,299.0,0.79999995,1.0,28.0,25.0,21.0,2
160,45600eaab,1,392.0,469.0,0.79999995,1.0,94.0,78.0,64.0,1
160,45600eaab,2,269.0,479.0,0.79999995,1.0,76.0,47.0,33.0,1
160,45600eaab,3,372.0,479.0,0.79999995,1.0,37.0,26.0,24.0,1
161,dcba09ff1,1,271.0,398.0,0.79999995,1.0,92.0,81.0,60.0,1
161,dcba09ff1,2,299.0,399.0,0.79999995,1.0,188.0,198.0,185.0,1
161,dcba09ff1,3,399.0,299.0,0.79999995,1.0,96.0,84.0,58.0,1
161,dcba09ff1,4,299.0,399.0,0.79999995,1.0,114.0,115.0,106.0,1
161,dcba09ff1,5,399.0,299.0,0.79999995,1.0,23.0,24.0,23.0,1
162,d7f938acd,1,639.0,639.0,0.79999995,1.0,112.0,65.0,59.0,1
162,d7f938acd,2,639.0,479.0,0.79999995,1.0,170.0,153.0,129.0,1
162,d7f938acd,3,359.0,479.0,0.79999995,1.0,162.0,115.0,44.0,1
162,d7f938acd,4,359.0,479.0,0.79999995,1.0,212.0,189.0,159.0,1
163,ea11b6f12,1,399.0,266.0,0.79999995,1.0,220.0,194.0,164.0,3
163,ea11b6f12,2,266.0,399.0,0.79999995,1.0,60.0,53.0,46.0,3
163,ea11b6f12,3,266.0,399.0,0.79999995,1.0,88.0,84.0,75.0,3
164,3332eb59c,1,399.0,299.0,1.0,1.5799999,127.0,120.0,83.0,4
164,3332eb59c,2,399.0,299.0,0.79999995,1.0,172.0,152.0,120.0,4
164,3332eb59c,3,399.0,299.0,0.79999995,1.0,175.0,149.0,121.0,4
164,3332eb59c,4,399.0,299.0,0.79999995,1.0,187.0,154.0,98.0,4
164,3332eb59c,5,399.0,299.0,0.79999995,1.0,180.0,151.0,119.0,4
165,b3e19ff68,,,,,,,,,4
166,594e3dc3f,1,295.0,479.0,0.79999995,1.0,128.0,111.0,90.0,4
167,fbb112b7e,1,299.0,399.0,0.79999995,1.0,160.0,157.0,129.0,3
167,fbb112b7e,2,299.0,399.0,0.79999995,1.0,180.0,160.0,130.0,3
167,fbb112b7e,3,299.0,399.0,0.79999995,1.0,163.0,159.0,125.0,3
167,fbb112b7e,4,299.0,399.0,0.79999995,1.0,184.0,159.0,103.0,3
168,d14d62508,1,359.0,479.0,0.79999995,1.0,198.0,190.0,182.0,2
168,d14d62508,2,359.0,479.0,0.79999995,1.0,95.0,83.0,77.0,2
169,5de61cf6b,1,299.0,399.0,0.79999995,1.0,111.0,69.0,59.0,2
169,5de61cf6b,2,399.0,299.0,0.79999995,1.0,57.0,52.0,44.0,2
169,5de61cf6b,3,399.0,299.0,0.79999995,1.0,91.0,80.0,77.0,2
170,b9590d4de,1,299.0,399.0,0.79999995,1.0,105.0,76.0,79.0,0
171,747c82f83,1,399.0,299.0,0.79999995,1.0,153.0,109.0,86.0,2
171,747c82f83,2,399.0,209.0,0.79999995,1.0,74.0,96.0,63.0,2
171,747c82f83,3,399.0,299.0,0.79999995,1.0,100.0,120.0,83.0,2
171,747c82f83,4,399.0,299.0,0.79999995,1.0,120.0,73.0,54.0,2
171,747c82f83,5,399.0,299.0,0.79999995,1.0,55.0,50.0,52.0,2
171,747c82f83,6,399.0,299.0,0.79999995,1.0,141.0,162.0,129.0,2
171,747c82f83,7,399.0,299.0,0.79999995,1.0,148.0,109.0,84.0,2
171,747c82f83,8,399.0,299.0,0.79999995,1.0,61.0,49.0,44.0,2
171,747c82f83,9,399.0,299.0,0.79999995,1.0,59.0,50.0,46.0,2
172,3004c3401,1,269.0,479.0,0.79999995,1.0,72.0,54.0,36.0,4
172,3004c3401,2,269.0,479.0,0.79999995,1.0,127.0,118.0,110.0,4
172,3004c3401,3,639.0,359.0,0.79999995,1.0,217.0,189.0,161.0,4
173,c737c30d7,1,239.0,399.0,0.79999995,1.0,58.0,52.0,56.0,4
174,03b0568b3,1,398.0,296.0,0.79999995,1.0,111.0,171.0,97.0,3
174,03b0568b3,2,399.0,298.0,0.79999995,1.0,27.0,25.0,29.0,3
174,03b0568b3,3,399.0,289.0,0.79999995,1.0,198.0,198.0,208.0,3
174,03b0568b3,4,399.0,297.0,0.79999995,1.0,86.0,83.0,91.0,3
174,03b0568b3,5,398.0,298.0,0.79999995,1.0,52.0,50.0,56.0,3
175,987baa1c7,1,639.0,479.0,0.79999995,1.0,136.0,117.0,95.0,2
175,987baa1c7,2,639.0,479.0,0.79999995,1.0,101.0,85.0,62.0,2
175,987baa1c7,3,639.0,479.0,0.79999995,1.0,135.0,116.0,94.0,2
175,987baa1c7,4,359.0,479.0,0.79999995,1.0,231.0,179.0,153.0,2
176,70b3d1f9c,1,639.0,479.0,0.79999995,1.0,45.0,49.0,44.0,2
177,27456ec0f,1,359.0,479.0,0.79999995,1.0,104.0,28.0,31.0,2
177,27456ec0f,2,359.0,479.0,0.79999995,1.0,202.0,75.0,75.0,2
177,27456ec0f,3,319.0,308.0,0.79999995,1.0,20.0,19.0,16.0,2
177,27456ec0f,4,639.0,479.0,0.79999995,1.0,131.0,115.0,93.0,2
178,5c28a8cec,1,362.0,399.0,0.79999995,1.0,159.0,154.0,157.0,2
178,5c28a8cec,2,298.0,399.0,0.79999995,1.0,203.0,145.0,100.0,2
178,5c28a8cec,3,399.0,326.0,0.79999995,1.0,153.0,112.0,73.0,2
179,2c8ae4c7e,1,639.0,639.0,0.79999995,1.0,101.0,126.0,60.0,4
179,2c8ae4c7e,2,639.0,639.0,0.79999995,1.0,101.0,126.0,60.0,4
180,cd7bea671,1,269.0,479.0,0.79999995,1.0,153.0,114.0,97.0,3
180,cd7bea671,2,323.0,479.0,0.79999995,1.0,209.0,189.0,160.0,3
180,cd7bea671,3,238.0,479.0,0.79999995,1.0,156.0,116.0,90.0,3
181,7bda94ad0,1,398.0,267.0,0.79999995,1.0,203.0,198.0,100.0,4
181,7bda94ad0,2,398.0,267.0,0.79999995,1.0,176.0,160.0,102.0,4
181,7bda94ad0,3,398.0,267.0,0.79999995,1.0,201.0,189.0,178.0,4
181,7bda94ad0,4,240.0,399.0,0.79999995,1.0,59.0,49.0,44.0,4
181,7bda94ad0,5,399.0,240.0,0.79999995,1.0,153.0,110.0,69.0,4
181,7bda94ad0,6,399.0,299.0,0.79999995,1.0,249.0,247.0,243.0,4
181,7bda94ad0,7,299.0,399.0,0.79999995,1.0,107.0,19.0,12.0,4
181,7bda94ad0,8,399.0,299.0,0.79999995,1.0,98.0,80.0,57.0,4
181,7bda94ad0,9,299.0,399.0,0.79999995,1.0,159.0,158.0,164.0,4
182,ab4b4681b,1,359.0,479.0,0.79999995,1.0,198.0,187.0,159.0,4
182,ab4b4681b,2,359.0,479.0,0.79999995,1.0,207.0,191.0,162.0,4
182,ab4b4681b,3,626.0,479.0,0.79999995,0.98999995,209.0,192.0,172.0,4
182,ab4b4681b,4,639.0,479.0,0.79999995,1.0,137.0,114.0,66.0,4
183,aa189a931,1,269.0,479.0,0.79999995,1.0,21.0,24.0,30.0,4
183,aa189a931,2,360.0,479.0,0.79999995,1.0,125.0,124.0,115.0,4
184,d0bc14f47,1,639.0,359.0,0.79999995,1.0,56.0,46.0,25.0,4
184,d0bc14f47,2,626.0,359.0,0.79999995,0.98999995,202.0,186.0,166.0,4
185,eab8c8c03,,,,,,,,,3
186,3b4a987ba,1,290.0,399.0,0.79999995,1.0,229.0,190.0,100.0,4
186,3b4a987ba,2,299.0,399.0,0.79999995,1.0,203.0,187.0,163.0,4
186,3b4a987ba,3,172.0,129.0,0.79999995,1.0,137.0,114.0,84.0,4
187,1bbb46822,1,296.0,370.0,0.79999995,1.0,224.0,229.0,227.0,3
